id,created_at,text,retweet_count,tweet.retweeted
850467646495637504,2017-04-07 21:57:42,"OGT binds a conserved C-terminal domain of TET1 to regulate TET1 activity and fu…|Hrit, J https://t.co/DyETNeSWvr",0,False
850356824897232897,2017-04-07 14:37:20,Increased TET1 Expression in Inflammatory Microenvironment of Hyperinsulinemia Enhanc…|J Cancer•Feng YJ https://t.co/Tp3mpt76aj,0,False
849632014550540289,2017-04-05 14:37:12,Hypoxia-mediated epigenetic regulation of stemness in brain tumor cells |Stem Cells•Srivastava T https://t.co/S0lTtr2lyc,0,False
849269608058019842,2017-04-04 14:37:07,Monocytosis in Polycythemia Vera: Clinical and Molecular Correlates |Am J Hematol•Tefferi A https://t.co/THo1BDIXUK,0,False
847457574878236672,2017-03-30 14:36:45,Aberrant gene-specific DNA methylation signature analysis in cervical cancer |Tumour Biol•Satyamoorthy K https://t.co/oUmaEajwOu,1,False
847457561188081664,2017-03-30 14:36:42,Ten-eleven translocation 1 functions as a mediator of SOD3 expression in human lung c…|Free Radic Res•Adachi T https://t.co/KKbCx14Y6Y,1,False
847457547908915201,2017-03-30 14:36:39,Epigenetic Status of H19-Igf2 Imprinted Genes and Loss of 5-Hydroxymethylcytosine in…|Cell Reprogram•Wan Y https://t.co/KyZ2UOV3r9,0,False
847457534726111234,2017-03-30 14:36:35,Differential expression of ten-eleven translocation genes in endometrial cancers |Tumour Biol•Krześlak A https://t.co/7NIxj9cANf,0,False
847457521702805504,2017-03-30 14:36:32,Automated Chemical Solid-Phase Synthesis and Deprotection of 5-Hydroxymethylcytosine…|Methods Mol Biol•Micura R https://t.co/bz0Mzl5Rjh,0,False
847457508264255489,2017-03-30 14:36:29,Detection of 5-Methylcytosine in Specific Poly(A) RNAs by Bisulfite Sequencing |Methods Mol Biol•Lusser A https://t.co/7f43gfO7ss,0,False
846732703412117505,2017-03-28 14:36:22,Hepatic cyclooxygenase-2 overexpression induced spontaneous hepatocellular carcinoma…|Oncogene•Yu J https://t.co/fNbSYZ33fK,0,False
846732690711732224,2017-03-28 14:36:19,TET1 exerts its tumor suppressor function by regulating autophagy in glioma cells |Biosci Rep•Guo SW https://t.co/KCSDEyojC7,0,False
845917269402144768,2017-03-26 08:36:08,TET2 mutations in B cells of patients affected by angioimmunoblastic T cell lymphoma |J Pathol•Küppers R https://t.co/Vtm49HWQ4A,0,False
845283090498928644,2017-03-24 14:36:08,Clinical Characteristics and Whole Exome/Transcriptome Sequencing of Coexisting Chron…|Am J Hematol•Talpaz M https://t.co/G0q1aMObnS,0,False
845283078427701248,2017-03-24 14:36:05,Quantitation and mapping of the epigenetic marker 5-hydroxymethylcytosine |Bioessays•Diao J https://t.co/C1wLy2Gs9v,0,False
845283066213904384,2017-03-24 14:36:02,Dynamics of 5-methylcytosine and 5-hydroxymethylcytosine during pronuclear develop…|Epigenetics Chromatin•Van Soom A https://t.co/fP2xjdB4DH,0,False
845283054004318208,2017-03-24 14:35:59,TET2 mutation in diffuse large B-cell lymphoma |J Clin Exp Hematop•Shimoda K https://t.co/yv1bi11t0b,0,False
844920663399841793,2017-03-23 14:35:58,TET3-mediated DNA oxidation promotes ATR-dependent DNA damage response |EMBO Rep•Li J https://t.co/X2ZtaKWG07,0,False
844920651391549441,2017-03-23 14:35:55,Early pathogenesis during infectious bursal disease in susceptible chickens is associ…|Dev Comp Immunol•Nair V https://t.co/Ltk66Oijqr,0,False
844920638968020992,2017-03-23 14:35:52,TET-mediated DNA demethylation controls gastrulation by regulating Lefty-Nodal signal…|Nature•Xu GL https://t.co/QFaPMO6AtJ,1,False
844195806047477761,2017-03-21 14:35:39,Multicolor Flow Cytometry and Multi-Gene Next Generation Sequencing are Compl…|Biol Blood Marrow Transplant•Roshal M https://t.co/5mmFZPqgGt,0,False
844195794018222081,2017-03-21 14:35:36,The Influence of Hydroxylation on Maintaining CpG Methylation Patterns: A Hidden Mark…|PLOS Comput Biol•Walter J https://t.co/6zfeg1Fz7P,0,False
843108574272278528,2017-03-18 14:35:22,Targeted next generation sequencing and identification of risk factors in World Healt…|Am J Hematol•Tefferi A https://t.co/tKkoNq5sTx,0,False
843108562456854529,2017-03-18 14:35:20,DNA hypomethylation and aberrant expression of the human endogenous retrovirus ERVWE1…|Retrovirology•Hejnar J https://t.co/l6AAA88Ggb,0,False
842927360412282880,2017-03-18 02:35:18,Human herpesvirus 6B induces hypomethylation on chromosome 17p13.3 correlating with i…|J Virol•Fogdell-Hahn A https://t.co/cb3rr9JhIF,0,False
842565002787663874,2017-03-17 02:35:25,Genomics of Acute Myeloid Leukemia Diagnosis and Pathways |J Clin Oncol•Döhner H https://t.co/dybWFec7ny,0,False
842564991148478464,2017-03-17 02:35:22,miR-30a as Potential Therapeutics by Targeting TET1 through Regulation of Drp-1 Promo…|Int J Mol Sci•Song X https://t.co/PL9xAxgdeK,0,False
842564979211489280,2017-03-17 02:35:19,An engineered split-TET2 enzyme for inducible epigenetic remodeling |J Am Chem Soc•Huang Y https://t.co/EpqFI2uxtt,0,False
842564967282892800,2017-03-17 02:35:16,Tumour hypoxia causes DNA hypermethylation by reducing TET activity |Nature•Lambrechts D https://t.co/9UnGn3LXDU,1,False
842564955475922944,2017-03-17 02:35:14,Maternal Methyl-Group Donor Intake and Global DNA (Hydroxy)Methylation before and dur…|Nutrients•Godderis L https://t.co/whEdA2wzc0,1,False
840571686705537024,2017-03-11 14:34:41,Vitamin C enhances the expression of IL17 in a Jmjd2-dependent manner |BMB Rep•Oh KI https://t.co/FWgx4aWioo,0,False
840209280212979713,2017-03-10 14:34:37,5-Hydroxymethylcytosine (5hmC) and Ten-eleven translocation 1-3 (TET1-3) proteins i…|Somatosens Mot Res•Van de Ven T https://t.co/XhJM9TEOqL,0,False
839846897296670724,2017-03-09 14:34:38,A Knockin Reporter Allows Purification and Characterization of mDA Neurons from Heter…|Cell Rep•Pera RR https://t.co/24ZcLCsXTx,0,False
839846883048706048,2017-03-09 14:34:35,[The role of driver and subclonal mutations in pathogenesis of primary myelofibrosis…|Magy Onkol•Bödör C https://t.co/UjdoAHRYDU,0,False
839846871002574850,2017-03-09 14:34:32,Ten-Eleven Translocation-2 (Tet2) Is Involved in Myogenic Differentiation of Skeletal…|Sci Rep•Hou J https://t.co/tgwxBCsdMm,0,False
839484459292356612,2017-03-08 14:34:26,Dynamics of 5-carboxylcytosine during hepatic differentiation: potential general role…|Epigenetics•Ruzov A https://t.co/t6gqg5TdA0,0,False
839122051231207424,2017-03-07 14:34:21,Technical advances in global DNA methylation analysis in human cancers |J Biol Eng•Irudayaraj J https://t.co/XkwcoFfY66,0,False
838759640418508800,2017-03-06 14:34:16,Repression of the expression of TET2 by ZEB1 contributes to invasion and growth in gl…|Mol Med Rep•Liu L https://t.co/rK1HTFDUQe,0,False
838034820022226947,2017-03-04 14:34:05,Molecular features of early onset adult myelodysplastic syndrome |Haematologica•Maciejewski JP https://t.co/DVGT1wKY43,0,False
837672423465967616,2017-03-03 14:34:03,Novel Epigenetic Controlling of Hypoxia Pathway Related to Overexpression and Promote…|J Cell Biochem•Sabouni F https://t.co/po13hX2SUp,0,False
837672411021484033,2017-03-03 14:34:00,Hypercholesterolemia increases colorectal cancer incidence by reducing production of…|Cancer Res•Messina LM https://t.co/7zgcWgMCWO,0,False
837310001873989632,2017-03-02 14:33:55,Spectrum of somatic mutations detected by targeted next-generation sequencing and the…|J Hematol Oncol•Wang J https://t.co/l59502Dztf,0,False
836947605712064512,2017-03-01 14:33:53,TET2 in Normal and Malignant Hematopoiesis |Cold Spring Harb Perspect Med•Levine RL https://t.co/ZdJuXmCAdo,1,False
836947593603080192,2017-03-01 14:33:50,Hinokitiol induces DNA demethylation via DNMT1 and UHRF1 inhibition in colon cancer c…|BMC Cell Biol•Park SH https://t.co/2lH5sHqxHV,0,False
835135568694501377,2017-02-24 14:33:30,Increased 5-hydroxymethylcytosine and Ten-eleven Translocation Protein Expression in…|Chin Med J (Engl)•Yang SB https://t.co/2yYgLBAe12,0,False
835135556677849088,2017-02-24 14:33:27,Epigenetic regulation of RELN and GAD1 in the frontal cortex (FC) of autism spectrum…|Int J Dev Neurosci•Grayson DR https://t.co/Kr5uchcrQC,1,False
835135544757637122,2017-02-24 14:33:24,Medulloblastoma and ependymoma cells display increased levels of 5-carboxylcytosine a…|Clin Epigenetics•Ruzov A https://t.co/XQknEC3dUC,0,False
834773121022382080,2017-02-23 14:33:16,The role of 5-hydroxymethylcytosine in melanoma |Melanoma Res•Jiang MJ https://t.co/p0x715P4kC,0,False
834410760595857408,2017-02-22 14:33:22,TWIST1 induces MMP3 expression through up-regulating DNA hydroxymethylation and promo…|Sci Rep•Asahara H https://t.co/zCMFuBaagx,0,False
834410747790663681,2017-02-22 14:33:19,Epigenetic determinants of space radiation-induced cognitive dysfunction |Sci Rep•Baulch JE https://t.co/kRlOUSI8db,0,False
834410735862063105,2017-02-22 14:33:16,Retinoic acid directs breast cancer cell state changes through regulation of TET2-PKC…|Oncogene•Chang CJ https://t.co/MvbUPNwCBt,0,False
834410723807678464,2017-02-22 14:33:13,"TET2, ASXL1, IDH1 and IDH2 single nucleotide polymorphisms in Turkish patients with c…|Turk J Haematol•Saydam G https://t.co/Odl241PlxG",0,False
